Ref,Common_group,Common_species,Genus,Species,fp,fpn,fp_last,ad,adn,ad_last
151,,Bateleur,Terathopius,ecaudatus,5.4085,17841,2024-05-31,2.8875,8798,2024-05-30
722,,Bokmakierie,Telophorus,zeylonus,28.9512,95501,2024-06-01,5.0192,15293,2024-09-08
731,,Brubru,Nilaus,afer,9.9576,32847,2024-05-31,1.5265,4651,2024-05-21
1102,,Budgerigar,Melopsittacus,undulatus,0.0049,16,2023-12-23,0.0013,4,2023-11-07
273,,Crab-plover,Dromas,ardeola,0.0091,30,2022-12-31,0.0023,7,2023-01-21
885,,Garganey,Spatula,querquedula,0.0003,1,2008-10-31,0.0000,0,-
72,,Hamerkop,Scopus,umbretta,13.1786,43472,2024-06-01,2.5528,7778,2024-05-30
10015,,"Hybrid Mallard",Anas,hybrid,0.4732,1561,2024-05-18,0.0476,145,2024-05-10
1016,,Mallard,Anas,platyrhynchos,2.2403,7390,2024-05-26,0.1969,600,2024-05-19
637,,Neddicky,Cisticola,fulvicapilla,31.2318,103024,2024-06-01,4.5558,13881,2024-05-30
844,,Quailfinch,Ortygospiza,atricollis,8.1411,26855,2024-05-31,1.1612,3538,2024-05-29
256,,Ruff,Calidris,pugnax,4.6506,15341,2024-05-16,0.7611,2319,2024-04-03
255,,Sanderling,Calidris,alba,1.3730,4529,2024-05-25,0.2294,699,2024-04-20
105,,Secretarybird,Sagittarius,serpentarius,3.4050,11232,2024-06-01,1.6617,5063,2024-05-31
161,,Shikra,Accipiter,badius,0.6590,2174,2024-05-26,0.1401,427,2024-05-18
577,,Whinchat,Saxicola,rubetra,0.0018,6,2023-11-12,0.0000,0,-
10,Albatross,"Atlantic Yellow-nosed",Thalassarche,chlororhynchos,0.0003,1,2016-05-14,0.0000,0,-
4151,Albatross,"Atlantic Yellow-nosed",Thalassarche,chlororhynchos,0.0012,4,2021-10-16,0.0007,2,2020-09-29
8,Albatross,Black-browed,Thalassarche,melanophris,0.0285,94,2023-12-30,0.0079,24,2024-05-08
9,Albatross,Grey-headed,Thalassarche,chrysostoma,0.0003,1,2020-06-11,0.0000,0,-
1079,Albatross,"Indian Yellow-nosed",Thalassarche,carteri,0.0312,103,2023-09-03,0.0102,31,2023-08-25
4150,Albatross,Shy,Thalassarche,cauta,0.0691,228,2024-05-17,0.0253,77,2024-05-08
11,Albatross,Shy,Thalassarche,cauta,0.0130,43,2016-09-24,0.0030,9,2016-09-04
622,Apalis,Bar-throated,Apalis,thoracica,22.8876,75499,2024-05-31,3.3585,10233,2024-05-27
624,Apalis,Rudd's,Apalis,ruddi,0.9286,3063,2024-05-26,0.1716,523,2024-04-30
625,Apalis,Yellow-breasted,Apalis,flavida,7.9817,26329,2024-05-31,1.0919,3327,2024-05-22
269,Avocet,Pied,Recurvirostra,avosetta,4.6885,15466,2024-05-29,0.9561,2913,2024-06-01
533,Babbler,Arrow-marked,Turdoides,jardineii,16.0533,52955,2024-05-31,3.6893,11241,2024-05-31
536,Babbler,"Southern Pied",Turdoides,bicolor,1.8274,6028,2024-05-28,0.4506,1373,2024-06-01
432,Barbet,"Acacia Pied",Tricholaema,leucomelas,19.0491,62837,2024-06-01,2.9607,9021,2024-05-28
431,Barbet,Black-collared,Lybius,torquatus,34.8062,114815,2024-06-01,5.6280,17148,2024-05-31
439,Barbet,Crested,Trachyphonus,vaillantii,33.3169,109902,2024-06-01,5.6700,17276,2024-05-31
435,Barbet,Green,Stactolaema,olivacea,0.0488,161,2024-04-27,0.0354,108,2024-01-19
433,Barbet,White-eared,Stactolaema,leucotis,2.8675,9459,2024-05-31,0.5855,1784,2024-05-26
672,Batis,Cape,Batis,capensis,8.8875,29317,2024-05-30,1.1543,3517,2024-05-29
673,Batis,Chinspot,Batis,molitor,19.4101,64028,2024-05-31,3.6782,11207,2024-05-26
674,Batis,Pririt,Batis,pririt,4.3445,14331,2024-05-30,0.5471,1667,2024-05-14
676,Batis,Woodward's,Batis,fratrum,0.1634,539,2024-05-12,0.0295,90,2024-03-16
405,Bee-eater,Blue-cheeked,Merops,persicus,1.3296,4386,2024-04-28,0.4897,1492,2024-04-30
404,Bee-eater,European,Merops,apiaster,16.6169,54814,2024-04-30,3.5698,10877,2024-04-13
410,Bee-eater,Little,Merops,pusillus,6.1203,20189,2024-05-31,1.2767,3890,2024-05-30
406,Bee-eater,Olive,Merops,superciliosus,0.0003,1,2021-12-28,0.0000,0,-
407,Bee-eater,"Southern Carmine",Merops,nubicoides,1.1156,3680,2024-03-27,0.5894,1796,2024-03-23
411,Bee-eater,Swallow-tailed,Merops,hirundineus,1.7252,5691,2024-05-29,0.5566,1696,2024-05-19
409,Bee-eater,White-fronted,Merops,bullockoides,9.4816,31277,2024-05-31,1.8501,5637,2024-05-30
1034,Bee-eater,White-throated,Merops,albicollis,0.0033,11,2023-02-23,0.0013,4,2023-12-17
808,Bishop,"Southern Red",Euplectes,orix,39.7785,131217,2024-06-01,7.7803,23706,2024-05-31
810,Bishop,Yellow,Euplectes,capensis,7.8213,25800,2024-05-31,1.3696,4173,2024-05-31
812,Bishop,Yellow-crowned,Euplectes,afer,5.9942,19773,2024-05-26,1.2534,3819,2024-05-23
66,Bittern,Dwarf,Ixobrychus,sturmii,0.3517,1160,2024-04-28,0.1021,311,2024-03-28
71,Bittern,Eurasian,Botaurus,stellaris,0.0030,10,2022-01-10,0.0007,2,2021-11-27
67,Bittern,Little,Ixobrychus,minutus,1.7680,5832,2024-05-27,0.2160,658,2024-05-18
969,Blackcap,Blackcap,Sylvia,atricapilla,0.0024,8,2017-07-20,0.0020,6,2017-07-20
542,Blackcap,Bush,Sylvia,nigricapillus,0.4844,1598,2024-05-17,0.0804,245,2024-05-05
46,Booby,Brown,Sula,leucogaster,0.0015,5,2024-03-05,0.0003,1,2024-01-20
1027,Booby,Red-footed,Sula,sula,0.0000,0,-,0.0003,1,2015-04-06
977,Boubou,"Ethiopian ",Laniarius,aethiopicus,0.5918,1952,2022-09-29,0.0463,141,2019-04-26
709,Boubou,Southern,Laniarius,ferrugineus,35.6341,117546,2024-05-31,5.9263,18057,2024-05-30
7866,Boubou,Tropical,Laniarius,major,0.6339,2091,2024-05-27,0.0735,224,2024-04-19
454,Broadbill,African,Smithornis,capensis,0.1270,419,2024-04-11,0.0223,68,2024-05-05
546,Brownbul,Terrestrial,Phyllastrephus,terrestris,7.8040,25743,2024-05-31,0.7860,2395,2024-05-26
544,Bulbul,"African Red-eyed",Pycnonotus,nigricans,12.6656,41780,2024-06-01,2.0641,6289,2024-05-25
543,Bulbul,Cape,Pycnonotus,capensis,14.6116,48199,2024-05-31,2.9348,8942,2024-05-31
3036,Bulbul,Dark-capped,Pycnonotus,tricolor,0.0003,1,2014-09-21,0.0000,0,-
545,Bulbul,Dark-capped,Pycnonotus,tricolor,48.0633,158546,2024-06-01,12.0795,36805,2024-05-30
10013,Bulbul,"Hybrid Red-eyed/Dark-capped",Pycnonotus,nigricans/tricolor,0.0185,61,2024-04-30,0.0003,1,2020-07-23
873,Bunting,Cape,Emberiza,capensis,9.7348,32112,2024-05-30,1.7487,5328,2024-05-23
872,Bunting,Cinnamon-breasted,Emberiza,tahapisi,8.9193,29422,2024-05-30,1.7880,5448,2024-05-31
874,Bunting,Golden-breasted,Emberiza,flaviventris,10.8722,35864,2024-05-31,2.0664,6296,2024-06-01
871,Bunting,Lark-like,Emberiza,impetuani,4.2277,13946,2024-06-01,1.0079,3071,2024-05-23
720,Bushshrike,Black-fronted,Chlorophoneus,nigrifrons,0.0900,297,2024-02-01,0.0282,86,2024-04-20
721,Bushshrike,Gorgeous,Telophorus,viridis,3.3886,11178,2024-05-26,0.5212,1588,2024-05-18
723,Bushshrike,Grey-headed,Malaconotus,blanchoti,8.7135,28743,2024-05-31,1.3778,4198,2024-05-22
717,Bushshrike,Olive,Chlorophoneus,olivaceus,5.4607,18013,2024-05-27,0.5753,1753,2024-05-27
719,Bushshrike,Orange-breasted,Chlorophoneus,sulfureopectus,11.9541,39433,2024-05-30,2.1179,6453,2024-05-21
227,Bustard,Black-bellied,Lissotis,melanogaster,0.6251,2062,2024-05-04,0.2672,814,2024-04-20
219,Bustard,Denham's,Neotis,denhami,2.0920,6901,2024-05-31,0.6039,1840,2024-05-26
217,Bustard,Kori,Ardeotis,kori,1.5352,5064,2024-05-30,0.9787,2982,2024-05-20
218,Bustard,Ludwig's,Neotis,ludwigii,1.4794,4880,2024-05-30,0.4782,1457,2024-05-04
222,Bustard,White-bellied,Eupodotis,senegalensis,0.5830,1923,2024-05-10,0.1602,488,2024-05-25
4128,Buttonquail,Black-rumped,Turnix,nanus,0.0421,139,2024-01-17,0.0085,26,2023-12-07
196,Buttonquail,Common,Turnix,sylvaticus,1.0613,3501,2024-05-08,0.2475,754,2024-05-19
1346,Buttonquail,"Fynbos ",Turnix,hottentottus,0.0324,107,2024-05-11,0.0167,51,2024-05-02
153,Buzzard,Augur,Buteo,augur,0.0000,0,-,0.0003,1,2011-10-09
154,Buzzard,Common,Buteo,buteo,12.6675,41786,2024-05-31,3.9604,12067,2024-05-25
2140,Buzzard,"Crested Honey",Pernis,ptilorhynchus,0.0012,4,2022-03-30,0.0023,7,2021-02-23
155,Buzzard,Forest,Buteo,trizonatus,1.5673,5170,2024-05-28,0.3364,1025,2024-05-29
152,Buzzard,Jackal,Buteo,rufofuscus,15.6523,51632,2024-05-31,4.3854,13362,2024-06-01
144,Buzzard,Lizard,Kaupifalco,monogrammicus,1.1104,3663,2024-05-31,0.2386,727,2024-05-17
2104,Buzzard,Red-necked,Buteo,auguralis,0.0058,19,2017-02-04,0.0056,17,2017-02-09
627,Camaroptera,Green-backed,Camaroptera,brachyura,13.7039,45205,2024-05-31,2.3269,7090,2024-05-30
628,Camaroptera,Grey-backed,Camaroptera,brevicaudata,4.6691,15402,2024-05-29,0.7207,2196,2024-05-13
861,Canary,Black-headed,Serinus,alario,1.6179,5337,2024-05-30,0.3072,936,2024-05-15
4102,Canary,"Black-headed (Damara sub-sp)",Serinus,"alario leucolaema",0.0179,59,2024-05-25,0.0026,8,2023-12-02
860,Canary,Black-throated,Crithagra,atrogularis,17.1514,56577,2024-06-01,2.0670,6298,2024-05-25
863,Canary,Brimstone,Crithagra,sulphurata,7.7352,25516,2024-05-31,0.8888,2708,2024-05-27
857,Canary,Cape,Serinus,canicollis,14.6125,48202,2024-05-30,2.5990,7919,2024-05-29
858,Canary,Forest,Crithagra,scotops,2.7402,9039,2024-05-30,0.4237,1291,2024-05-28
921,Canary,Lemon-breasted,Crithagra,citrinipectus,0.3853,1271,2024-05-24,0.0748,228,2024-03-20
869,Canary,"Protea ",Crithagra,leucoptera,0.2110,696,2024-05-19,0.0555,169,2024-05-29
865,Canary,White-throated,Crithagra,albogularis,6.9515,22931,2024-05-31,1.0155,3094,2024-05-29
866,Canary,Yellow,Crithagra,flaviventris,14.8704,49053,2024-06-01,2.6197,7982,2024-05-27
859,Canary,Yellow-fronted,Crithagra,mozambica,25.5926,84422,2024-05-31,4.1747,12720,2024-05-30
870,Chaffinch,Common,Fringilla,coelebs,0.3992,1317,2024-05-18,0.1047,319,2024-03-21
575,Chat,"Ant-eating ",Myrmecocichla,formicivora,14.8180,48880,2024-06-01,4.3395,13222,2024-05-29
574,Chat,Arnot's,Myrmecocichla,arnotti,0.0876,289,2024-03-22,0.0318,97,2024-03-17
538,Chat,Boulder,Pinarornis,plumosus,0.0024,8,2021-08-22,0.0013,4,2022-10-27
569,Chat,Buff-streaked,Campicoloides,bifasciatus,1.8268,6026,2024-05-30,0.4345,1324,2024-05-25
570,Chat,Familiar,Oenanthe,familiaris,18.8517,62186,2024-06-01,3.5249,10740,2024-09-08
566,Chat,Karoo,Emarginata,schlegelii,2.8235,9314,2024-05-30,0.9577,2918,2024-05-21
573,Chat,"Mocking Cliff",Thamnolaea,cinnamomeiventris,3.6254,11959,2024-05-29,0.7470,2276,2024-05-26
572,Chat,Sickle-winged,Emarginata,sinuata,1.7707,5841,2024-06-01,0.4142,1262,2024-05-27
571,Chat,Tractrac,Emarginata,tractrac,0.7094,2340,2024-05-11,0.2045,623,2024-03-30
631,Cisticola,Cloud,Cisticola,textrix,6.0154,19843,2024-05-31,0.9843,2999,2024-05-29
647,Cisticola,Croaking,Cisticola,natalensis,2.4349,8032,2024-05-25,0.3948,1203,2024-05-29
630,Cisticola,Desert,Cisticola,aridulus,5.9381,19588,2024-06-01,0.8756,2668,2024-05-17
638,Cisticola,Grey-backed,Cisticola,subruficapilla,8.9636,29568,2024-06-01,1.2685,3865,2024-05-27
648,Cisticola,Lazy,Cisticola,aberrans,4.7182,15564,2024-05-29,0.5819,1773,2024-05-18
646,Cisticola,Levaillant's,Cisticola,tinniens,27.8383,91830,2024-06-01,3.7018,11279,2024-05-29
635,Cisticola,Pale-crowned,Cisticola,cinnamomeus,0.6227,2054,2024-05-19,0.1526,465,2024-05-12
642,Cisticola,Rattling,Cisticola,chiniana,17.0298,56176,2024-05-31,5.4265,16534,2024-05-31
644,Cisticola,Red-faced,Cisticola,erythrops,4.4584,14707,2024-05-30,0.6384,1945,2024-05-19
4138,Cisticola,Rufous-winged,Cisticola,galactotes,0.8212,2709,2024-05-19,0.1336,407,2024-04-30
641,Cisticola,Tinkling,Cisticola,rufilatus,0.1582,522,2024-04-06,0.0328,100,2024-02-19
639,Cisticola,Wailing,Cisticola,lais,3.1391,10355,2024-05-30,0.4841,1475,2024-05-09
634,Cisticola,Wing-snapping,Cisticola,ayresii,4.0137,13240,2024-05-21,0.7736,2357,2024-05-16
629,Cisticola,Zitting,Cisticola,juncidis,19.7597,65181,2024-06-01,3.7595,11455,2024-05-31
212,Coot,Red-knobbed,Fulica,cristata,29.7703,98203,2024-06-01,5.7173,17420,2024-06-01
49,Cormorant,Bank,Phalacrocorax,neglectus,0.4523,1492,2024-05-24,0.1332,406,2024-05-25
48,Cormorant,Cape,Phalacrocorax,capensis,4.9683,16389,2024-05-28,1.0424,3176,2024-06-01
51,Cormorant,Crowned,Microcarbo,coronatus,1.1308,3730,2024-05-26,0.2567,782,2024-05-19
50,Cormorant,Reed,Microcarbo,africanus,37.0859,122335,2024-06-01,6.0067,18302,2024-09-08
47,Cormorant,"White-breasted ",Phalacrocorax,lucidus,23.1071,76223,2024-06-01,4.0159,12236,2024-09-08
353,Coucal,Black,Centropus,grillii,0.0531,175,2024-03-13,0.0256,78,2024-02-19
356,Coucal,Burchell's,Centropus,burchellii,0.0000,0,-,0.0007,2,2018-07-13
4131,Coucal,Burchell's,Centropus,burchellii,18.5928,61332,2024-05-30,3.0857,9402,2024-05-31
355,Coucal,Senegal,Centropus,senegalensis,0.0828,273,2024-02-15,0.0213,65,2024-02-26
280,Courser,Bronze-winged,Rhinoptilus,chalcopterus,0.6306,2080,2024-05-26,0.1237,377,2024-04-13
276,Courser,Burchell's,Cursorius,rufus,0.1540,508,2024-03-23,0.0423,129,2024-02-16
278,Courser,Double-banded,Rhinoptilus,africanus,0.9634,3178,2024-05-29,0.2294,699,2024-03-30
277,Courser,Temminck's,Cursorius,temminckii,0.7921,2613,2024-05-25,0.2868,874,2024-05-18
279,Courser,Three-banded,Rhinoptilus,cinctus,0.1795,592,2024-05-26,0.0072,22,2024-01-27
199,Crake,African,Crecopsis,egregia,0.3010,993,2024-03-31,0.0889,271,2024-03-13
202,Crake,Baillon's,Zapornia,pusilla,0.1128,372,2024-03-03,0.0197,60,2024-02-29
203,Crake,Black,Zapornia,flavirostra,11.5640,38146,2024-05-29,1.6367,4987,2024-05-31
198,Crake,Corn,Crex,crex,0.0434,143,2024-01-26,0.0098,30,2022-12-20
1934,Crake,Little,Zapornia,parva,0.0006,2,2012-03-24,0.0000,0,-
201,Crake,Spotted,Porzana,porzana,0.0549,181,2022-04-06,0.0131,40,2022-03-24
200,Crake,Striped,Aenigmatolimnas,marginalis,0.0188,62,2024-02-10,0.0020,6,2024-01-05
216,Crane,Blue,Grus,paradisea,7.4466,24564,2024-06-01,2.7011,8230,2024-05-27
214,Crane,"Grey Crowned",Balearica,regulorum,2.7090,8936,2024-05-25,0.8605,2622,2024-05-29
215,Crane,Wattled,Grus,carunculata,0.3159,1042,2024-05-24,0.1424,434,2024-05-28
621,Crombec,Long-billed,Sylvietta,rufescens,18.7590,61880,2024-05-31,3.4638,10554,2024-06-01
523,Crow,Cape,Corvus,capensis,12.9894,42848,2024-05-31,4.7540,14485,2024-05-30
989,Crow,House,Corvus,splendens,0.2392,789,2024-05-25,0.1267,386,2024-05-25
522,Crow,Pied,Corvus,albus,41.1336,135687,2024-06-01,12.9640,39500,2024-09-08
341,Cuckoo,African,Cuculus,gularis,0.9422,3108,2024-03-29,0.2002,610,2024-03-25
350,Cuckoo,"African Emerald",Chrysococcyx,cupreus,1.3775,4544,2024-05-24,0.2212,674,2024-02-18
344,Cuckoo,Black,Cuculus,clamosus,5.9824,19734,2024-04-20,0.8947,2726,2024-04-13
340,Cuckoo,Common,Cuculus,canorus,0.1443,476,2024-03-25,0.0512,156,2024-02-26
352,Cuckoo,Diederik,Chrysococcyx,caprius,21.2063,69953,2024-05-13,3.9680,12090,2024-04-14
346,Cuckoo,"Great Spotted",Clamator,glandarius,0.8622,2844,2024-05-01,0.2442,744,2024-05-13
348,Cuckoo,Jacobin,Clamator,jacobinus,3.8021,12542,2024-04-19,0.7821,2383,2024-04-19
351,Cuckoo,Klaas's,Chrysococcyx,klaas,8.9308,29460,2024-05-28,1.3778,4198,2024-05-25
347,Cuckoo,Levaillant's,Clamator,levaillantii,2.1927,7233,2024-04-20,0.4759,1450,2024-04-24
1620,Cuckoo,Madagascan,Cuculus,rochii,0.0270,89,2022-12-17,0.0079,24,2023-10-11
343,Cuckoo,Red-chested,Cuculus,solitarius,12.7784,42152,2024-03-29,2.5491,7767,2024-03-22
345,Cuckoo,Thick-billed,Pachycoccyx,audeberti,0.0773,255,2024-03-02,0.0092,28,2024-01-04
127,Cuckoo-Hawk,African,Aviceda,cuculoides,0.3410,1125,2024-05-26,0.0847,258,2024-05-22
513,Cuckooshrike,Black,Campephaga,flava,4.9353,16280,2024-05-25,0.5757,1754,2024-04-28
516,Cuckooshrike,"Grey ",Ceblepyris,caesius,1.2526,4132,2024-05-30,0.1999,609,2024-05-19
515,Cuckooshrike,"White-breasted ",Ceblepyris,pectoralis,0.0352,116,2024-04-07,0.0085,26,2023-04-25
267,Curlew,Eurasian,Numenius,arquata,0.3271,1079,2024-05-11,0.0558,170,2024-05-14
52,Darter,African,Anhinga,rufa,18.2673,60258,2024-06-01,2.7444,8362,2024-05-29
320,Dove,"Blue-spotted Wood",Turtur,afer,0.0239,79,2024-01-02,0.0220,67,2024-02-18
316,Dove,"Cape Turtle",Streptopelia,capicola,68.0631,224519,2024-06-01,16.8604,51372,2024-05-31
321,Dove,"Emerald-spotted Wood",Turtur,chalcospilos,14.1968,46831,2024-05-31,3.3608,10240,2024-05-24
317,Dove,Laughing,Spilopelia,senegalensis,61.3722,202448,2024-06-01,15.7103,47868,2024-09-08
322,Dove,Lemon,Columba,larvata,1.2047,3974,2024-05-30,0.1825,556,2024-05-27
315,Dove,"Mourning Collared",Streptopelia,decipiens,1.5115,4986,2024-05-27,0.2941,896,2024-05-22
318,Dove,Namaqua,Oena,capensis,13.5621,44737,2024-06-01,3.6325,11068,2024-05-28
314,Dove,Red-eyed,Streptopelia,semitorquata,62.0446,204666,2024-06-01,12.4227,37851,2024-05-31
940,Dove,Rock,Columba,livia,19.0324,62782,2024-06-01,4.2660,12998,2024-05-26
319,Dove,Tambourine,Turtur,tympanistria,6.2719,20689,2024-05-30,0.7631,2325,2024-05-19
518,Drongo,"Common Square-tailed",Dicrurus,ludwigii,2.3249,7669,2024-05-30,0.3866,1178,2024-05-19
517,Drongo,Fork-tailed,Dicrurus,adsimilis,43.4184,143224,2024-05-31,2.5262,7697,2024-06-01
10989,Drongo,Glossy-backed,Dicrurus,divaricatus,0.0000,0,-,0.0003,1,2022-03-28
95,Duck,"African Black",Anas,sparsa,10.1889,33610,2024-06-01,1.1901,3626,2024-05-27
10006,Duck,Domestic,Anas,platyrhynchos,0.4435,1463,2024-05-21,0.0479,146,2024-01-20
101,Duck,"Fulvous Whistling",Dendrocygna,bicolor,1.1996,3957,2024-06-01,0.2235,681,2024-05-25
1338,Duck,Hartlaub's,Pteronetta,hartlaubii,0.0003,1,2019-01-30,0.0000,0,-
10005,Duck,Hybrid,Anas,hybrid,0.0797,263,2024-05-23,0.0030,9,2020-10-22
974,Duck,"Hybrid Red/Yellow-billed",Anas,erythroryncha/undulata,0.0036,12,2023-08-11,0.0016,5,2024-01-13
10034,Duck,"Hyrbid Mallard/Yellow-billed",Anas,"platyrhynchos x undulata",0.0009,3,2021-08-21,0.0003,1,2020-08-15
91,Duck,Knob-billed,Sarkidiornis,melanotos,2.0278,6689,2024-05-26,0.6406,1952,2024-04-29
103,Duck,Maccoa,Oxyura,maccoa,1.4603,4817,2024-05-29,0.3784,1153,2024-05-25
1017,Duck,Mandarin,Aix,galericulata,0.2692,888,2023-12-05,0.0108,33,2023-08-04
10003,Duck,Muscovy,Cairina,moschata,0.0658,217,2024-04-12,0.0089,27,2023-11-01
1334,Duck,Ruddy,Oxyura,jamaicensis,0.0006,2,2022-08-02,0.0000,0,-
1298,Duck,Tufted,Aythya,fuligula,0.0009,3,2017-11-03,0.0000,0,-
10014,Duck,Unidentified,N/A,N/A,0.0064,21,2017-10-21,0.0003,1,2014-09-28
104,Duck,White-backed,Thalassornis,leuconotus,1.5691,5176,2024-05-29,0.4086,1245,2024-05-28
100,Duck,"White-faced Whistling",Dendrocygna,viduata,13.5436,44676,2024-05-31,2.7054,8243,2024-05-25
10020,Duck,Wood,Aix,sponsa,0.0894,295,2024-03-17,0.0082,25,2023-12-28
96,Duck,Yellow-billed,Anas,undulata,34.7180,114524,2024-06-01,5.8955,17963,2024-09-08
149,Eagle,"African Fish",Haliaeetus,vocifer,19.5156,64376,2024-06-01,4.1685,12701,2024-05-31
146,Eagle,"Black-chested Snake",Circaetus,pectoralis,3.1834,10501,2024-05-31,0.9908,3019,2024-05-24
139,Eagle,Booted,Hieraaetus,pennatus,2.2212,7327,2024-05-26,0.5373,1637,2024-05-13
145,Eagle,"Brown Snake ",Circaetus,cinereus,3.4547,11396,2024-05-30,1.4707,4481,2024-06-01
143,Eagle,"Crowned ",Stephanoaetus,coronatus,2.1678,7151,2024-05-29,0.3906,1190,2024-05-12
136,Eagle,"Lesser Spotted",Clanga,pomarina,0.5751,1897,2024-05-12,0.2649,807,2024-02-27
138,Eagle,Long-crested,Lophaetus,occipitalis,5.3658,17700,2024-06-01,1.4129,4305,2024-05-30
142,Eagle,Martial,Polemaetus,bellicosus,2.6483,8736,2024-05-31,1.1195,3411,2024-05-24
147,Eagle,"Southern Banded Snake ",Circaetus,fasciolatus,0.1861,614,2024-05-02,0.0594,181,2024-03-16
135,Eagle,Steppe,Aquila,nipalensis,0.1734,572,2024-04-22,0.0768,234,2024-02-19
134,Eagle,Tawny,Aquila,rapax,2.7065,8928,2024-05-30,1.3138,4003,2024-05-30
133,Eagle,Verreaux's,Aquila,verreauxii,3.6960,12192,2024-05-30,0.8750,2666,2024-05-28
137,Eagle,Wahlberg's,Hieraaetus,wahlbergi,4.1135,13569,2024-04-19,1.3351,4068,2024-04-28
367,Eagle-Owl,Cape,Bubo,capensis,0.2734,902,2024-05-25,0.0617,188,2024-04-26
368,Eagle-Owl,Spotted,Bubo,africanus,6.9340,22873,2024-05-29,1.2577,3832,2024-05-28
369,Eagle-Owl,Verreaux's,Bubo,lacteus,1.3790,4549,2024-05-25,0.2655,809,2024-05-08
58,Egret,Great,Ardea,alba,5.6995,18801,2024-05-30,1.5045,4584,2024-05-30
60,Egret,Intermediate,Ardea,intermedia,3.6878,12165,2024-05-26,0.7841,2389,2024-05-24
59,Egret,Little,Egretta,garzetta,15.6893,51754,2024-06-01,2.9558,9006,2024-09-08
982,Egret,Slaty,Egretta,vinaceigula,0.0327,108,2023-12-06,0.0158,48,2023-09-16
2192,Egret,Snowy,Egretta,thula,0.0049,16,2015-06-27,0.0023,7,2015-06-20
61,Egret,"Western Cattle",Bubulcus,ibis,36.6282,120825,2024-06-01,8.9914,27396,2024-09-08
601,Eremomela,Burnt-necked,Eremomela,usticollis,3.3204,10953,2024-05-31,0.4493,1369,2024-05-18
602,Eremomela,Green-capped,Eremomela,scotops,0.5426,1790,2024-05-29,0.0916,279,2024-01-10
626,Eremomela,Karoo,Eremomela,gregalis,0.4047,1335,2024-05-22,0.1273,388,2024-05-05
600,Eremomela,Yellow-bellied,Eremomela,icteropygialis,3.4944,11527,2024-06-01,0.4368,1331,2024-05-24
119,Falcon,Amur,Falco,amurensis,5.6889,18766,2024-05-11,2.0890,6365,2024-05-22
114,Falcon,Lanner,Falco,biarmicus,4.1413,13661,2024-05-29,1.1041,3364,2024-05-28
113,Falcon,Peregrine,Falco,peregrinus,2.2130,7300,2024-05-29,0.4450,1356,2024-05-31
126,Falcon,Pygmy,Polihierax,semitorquatus,0.6527,2153,2024-05-09,0.1933,589,2024-04-16
120,Falcon,Red-footed,Falco,vespertinus,0.1579,521,2024-03-23,0.0647,197,2024-04-01
117,Falcon,Red-necked,Falco,chicquera,0.0837,276,2024-04-25,0.0450,137,2024-01-29
888,Falcon,Sooty,Falco,concolor,0.0358,118,2024-03-22,0.0220,67,2023-03-26
887,Falcon,Taita,Falco,fasciinucha,0.0088,29,2020-10-24,0.0194,59,2021-11-15
854,Finch,Cuckoo,Anomalospiza,imberbis,0.2698,890,2024-03-22,0.0548,167,2024-03-22
821,Finch,Cut-throat,Amadina,fasciata,3.0073,9920,2024-05-29,0.5074,1546,2024-05-26
10078,Finch,"Hybrid Cut-throat/Red-headed",Amadina,fasciata/erythrocephala,0.0003,1,2022-05-29,0.0000,0,-
820,Finch,Red-headed,Amadina,erythrocephala,8.4276,27800,2024-06-01,1.4293,4355,2024-06-01
213,Finfoot,African,Podica,senegalensis,0.3410,1125,2024-05-29,0.0784,239,2024-05-25
833,Firefinch,African,Lagonosticta,rubricata,7.1410,23556,2024-05-30,0.8520,2596,2024-05-14
835,Firefinch,Jameson's,Lagonosticta,rhodopareia,5.1523,16996,2024-06-01,0.7611,2319,2024-05-18
837,Firefinch,Red-billed,Lagonosticta,senegala,6.9891,23055,2024-05-30,1.0289,3135,2024-05-28
707,Fiscal,"Southern ",Lanius,collaris,60.3976,199233,2024-06-01,14.4510,44031,2024-09-08
86,Flamingo,"Greater ",Phoenicopterus,roseus,5.8978,19455,2024-06-01,1.6230,4945,2024-05-27
87,Flamingo,Lesser,Phoeniconaias,minor,2.5565,8433,2024-06-01,0.7060,2151,2024-05-27
206,Flufftail,Buff-spotted,Sarothrura,elegans,0.6205,2047,2024-05-26,0.1083,330,2024-02-28
205,Flufftail,Red-chested,Sarothrura,rufa,1.5173,5005,2024-05-26,0.1907,581,2024-05-13
892,Flufftail,Streaky-breasted,Sarothrura,boehmi,0.0039,13,2021-02-27,0.0010,3,2021-02-28
207,Flufftail,Striped,Sarothrura,affinis,0.0700,231,2024-03-06,0.0233,71,2024-01-12
204,Flufftail,White-winged,Sarothrura,ayresi,0.0052,17,2019-05-02,0.0003,1,2019-05-02
655,Flycatcher,"African Dusky",Muscicapa,adusta,8.7413,28835,2024-05-31,1.2278,3741,2024-05-30
682,Flycatcher,"African Paradise",Terpsiphone,viridis,17.3681,57292,2024-05-31,2.6364,8033,2024-05-15
656,Flycatcher,Ashy,Muscicapa,caerulescens,3.4365,11336,2024-05-30,0.3758,1145,2024-05-11
680,Flycatcher,"Blue-mantled Crested",Trochocercus,cyanomelas,2.1724,7166,2024-05-30,0.2796,852,2024-05-12
