Pentad,Spp,Common_group,Common_species,Genus,Species,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total_Records,Total_Cards,ReportingRate
3015_2820,311,Pigeon,Speckled,Columba,guinea,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,312,Pigeon,"African Olive",Columba,arquatrix,,0.0,,0.0,,,,100.0,,,,,1,4,25.0
3015_2820,314,Dove,Red-eyed,Streptopelia,semitorquata,,100.0,,0.0,,,,100.0,,,,,2,4,50.0
3015_2820,316,Dove,"Cape Turtle",Streptopelia,capicola,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,317,Dove,Laughing,Spilopelia,senegalensis,,0.0,,100.0,,,,100.0,,,,,3,4,75.0
3015_2820,380,Swift,"African Black",Apus,barbatus,,100.0,,50.0,,,,0.0,,,,,2,4,50.0
3015_2820,383,Swift,White-rumped,Apus,caffer,,100.0,,100.0,,,,0.0,,,,,3,4,75.0
3015_2820,385,Swift,Little,Apus,affinis,,100.0,,0.0,,,,0.0,,,,,1,4,25.0
3015_2820,386,Swift,Alpine,Tachymarptis,melba,,100.0,,50.0,,,,0.0,,,,,2,4,50.0
3015_2820,390,Mousebird,Speckled,Colius,striatus,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,395,Kingfisher,Giant,Megaceryle,maxima,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,445,Woodpecker,Ground,Geocolaptes,olivaceus,,100.0,,50.0,,,,0.0,,,,,2,4,50.0
3015_2820,453,Wryneck,Red-throated,Jynx,ruficollis,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,493,Swallow,Barn,Hirundo,rustica,,100.0,,0.0,,,,0.0,,,,,1,4,25.0
3015_2820,495,Swallow,White-throated,Hirundo,albigularis,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,502,Swallow,"Greater Striped",Cecropis,cucullata,,100.0,,100.0,,,,0.0,,,,,3,4,75.0
3015_2820,506,Martin,Rock,Ptyonoprogne,fuligula,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,509,Martin,Brown-throated,Riparia,paludicola,,0.0,,0.0,,,,100.0,,,,,1,4,25.0
3015_2820,510,Martin,Banded,Riparia,cincta,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,517,Drongo,Fork-tailed,Dicrurus,adsimilis,,0.0,,50.0,,,,100.0,,,,,2,4,50.0
3015_2820,522,Crow,Pied,Corvus,albus,,0.0,,0.0,,,,100.0,,,,,1,4,25.0
3015_2820,523,Crow,Cape,Corvus,capensis,,100.0,,100.0,,,,0.0,,,,,3,4,75.0
3015_2820,524,Raven,White-necked,Corvus,albicollis,,0.0,,0.0,,,,100.0,,,,,1,4,25.0
3015_2820,545,Bulbul,Dark-capped,Pycnonotus,tricolor,,100.0,,100.0,,,,0.0,,,,,3,4,75.0
3015_2820,559,Thrush,"Cape Rock ",Monticola,rupestris,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,560,Thrush,"Sentinel Rock ",Monticola,explorator,,0.0,,100.0,,,,100.0,,,,,3,4,75.0
3015_2820,564,Wheatear,Mountain,Myrmecocichla,monticola,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,569,Chat,Buff-streaked,Campicoloides,bifasciatus,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,570,Chat,Familiar,Oenanthe,familiaris,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,572,Chat,Sickle-winged,Emarginata,sinuata,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,576,Stonechat,African,Saxicola,torquatus,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,581,Robin-Chat,Cape,Cossypha,caffra,,0.0,,100.0,,,,100.0,,,,,3,4,75.0
3015_2820,618,Grassbird,Cape,Sphenoeacus,afer,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,629,Cisticola,Zitting,Cisticola,juncidis,,100.0,,0.0,,,,0.0,,,,,1,4,25.0
3015_2820,637,,Neddicky,Cisticola,fulvicapilla,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,639,Cisticola,Wailing,Cisticola,lais,,100.0,,100.0,,,,0.0,,,,,3,4,75.0
3015_2820,646,Cisticola,Levaillant's,Cisticola,tinniens,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,664,Flycatcher,"Southern Black",Melaenornis,pammelaina,,100.0,,0.0,,,,0.0,,,,,1,4,25.0
3015_2820,682,Flycatcher,"African Paradise",Terpsiphone,viridis,,100.0,,0.0,,,,0.0,,,,,1,4,25.0
3015_2820,686,Wagtail,Cape,Motacilla,capensis,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,697,Pipit,"African Rock",Anthus,crenatus,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,703,Longclaw,Cape,Macronyx,capensis,,0.0,,100.0,,,,100.0,,,,,3,4,75.0
3015_2820,707,Fiscal,"Southern ",Lanius,collaris,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,709,Boubou,Southern,Laniarius,ferrugineus,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,722,,Bokmakierie,Telophorus,zeylonus,,100.0,,100.0,,,,0.0,,,,,3,4,75.0
3015_2820,733,Starling,Common,Sturnus,vulgaris,,0.0,,50.0,,,,100.0,,,,,2,4,50.0
3015_2820,745,Starling,Red-winged,Onychognathus,morio,,100.0,,100.0,,,,0.0,,,,,3,4,75.0
3015_2820,751,Sunbird,Malachite,Nectarinia,famosa,,100.0,,0.0,,,,0.0,,,,,1,4,25.0
3015_2820,758,Sunbird,"Greater Double-collared",Cinnyris,afer,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,786,Sparrow,Cape,Passer,melanurus,,100.0,,100.0,,,,0.0,,,,,3,4,75.0
3015_2820,803,Weaver,"Southern Masked ",Ploceus,velatus,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
